week,delta,sales
147,57543.90946424407,2137361.1755824503
148,-149199.95463278348,1988161.220949667
149,167511.39199789497,2155672.612947562
150,146135.79794215146,2301808.4108897136
151,100228.42124221116,2402036.8321319246
152,-199883.40273214984,2202153.429399775
153,-67933.93830970471,2134219.49109007
154,77471.73452218443,2211691.2256122543
155,6050.381310760895,2217741.6069230153
156,42774.14862003355,2260515.755543049
157,297613.751794291,2558129.5073373397
158,-97993.83516218784,2460135.672175152
159,-254261.25908886126,2205874.413086291
160,33805.07731816469,2239679.4904044555
161,-82210.01863847772,2157469.471765978
162,54604.90702826578,2212074.3787942436
163,-97270.24639027867,2114804.1324039646
164,267739.21900083194,2382543.351404797
165,-14155.935573804956,2368387.4158309917
166,-56834.28879136223,2311553.1270396295
167,-19291.81743065261,2292261.309608977
168,104873.57923806421,2397134.8888470414
169,12521.414140662604,2409656.3029877036
170,-195416.46954348125,2214239.8334442223
171,216.05514958206288,2214455.8885938046
172,92524.77753704945,2306980.6661308543
173,5479.401482249542,2312460.0676131034
174,89487.09217002275,2401947.1597831263
175,-16903.56626353968,2385043.5935195866
176,-6212.506843438511,2378831.0866761482
177,58989.260417571866,2437820.34709372
178,120608.73129518403,2558429.078388904
179,-149649.53974306138,2408779.5386458426
180,-3267.7761831592366,2405511.7624626835
181,-7790.465797330251,2397721.2966653532
182,-90817.84848752506,2306903.448177828
183,-124059.6150560748,2182843.8331217533
184,-75347.18760132234,2107496.645520431
185,71593.56027230433,2179090.2057927353
186,-49470.85417161238,2129619.351621123
187,-93951.73674691297,2035667.61487421
188,20495.88323881519,2056163.4981130252
189,-148481.1408443487,1907682.3572686764
190,126996.69091870659,2034679.048187383
191,-57710.46281296607,1976968.585374417
192,23599.037011539713,2000567.6223859568
193,6929.501752386975,2007497.1241383436
194,744.6744855750185,2008241.7986239186
195,219141.9228493793,2227383.721473298
196,-98832.32147044812,2128551.4000028498
197,139016.67709953105,2267568.077102381
198,4584.1812859535485,2272152.2583883344
199,-100024.44558141615,2172127.8128069183
200,-7525.132373282275,2164602.680433636
201,90899.07075873055,2255501.7511923667
202,-50580.69776742743,2204921.053424939
203,-92406.27526705853,2112514.7781578805
204,19210.30368875509,2131725.081846636
205,120084.13170984601,2251809.2135564815
206,-8091.718116658767,2243717.495439823
207,-166621.82649071477,2077095.668949108
208,-156924.57823214095,1920171.0907169674
209,-91961.31454726166,1828209.7761697057
210,-62841.17798468599,1765368.5981850196
211,-1812.240054715232,1763556.3581303044
212,81693.86585253458,1845250.223982839
213,-51678.74134566553,1793571.4826371735
214,-133656.6660470987,1659914.816590075
215,74043.29045606287,1733958.1070461376
216,34017.69049104769,1767975.7975371853
217,140450.02588390358,1908425.823421089
218,-202279.2080133203,1706146.6154077686
219,11311.965693361368,1717458.58110113
220,164106.39251071698,1881564.973611847
221,88171.80824029785,1969736.7818521447
222,-99704.26644770952,1870032.5154044353
223,89180.1070644085,1959212.6224688438
224,-104456.18675883638,1854756.4357100073
225,-53945.293111216626,1800811.1425987908
226,144093.21812885036,1944904.3607276413
227,-34242.936966060865,1910661.4237615801
228,100768.15368500038,2011429.5774465806
229,-34373.56780008746,1977056.0096464932
230,-189472.13040060474,1787583.8792458884
231,-101666.97740121359,1685916.9018446747
232,-130596.06285720592,1555320.838987469
233,-57673.672088062034,1497647.1668994068
234,-39814.54305713231,1457832.6238422748
235,-17734.52546226931,1440098.0983800055
236,-28582.965822009617,1411515.1325579956
237,229137.18860958202,1640652.3211675778
238,-166497.73454401837,1474154.5866235592
239,-49290.02271378834,1424864.563909771
240,42903.18970430146,1467767.7536140725
241,197304.91279883104,1665072.6664129035
242,11457.128382734061,1676529.7947956375
243,150322.6305703947,1826852.4253660322
244,-197702.12888356976,1629150.2964824624
245,175329.60024956558,1804479.896732028
246,-82567.65297079229,1721912.2437612358
247,-32587.81334470099,1689324.4304165347
248,-133118.28020994292,1556206.150206592
249,16929.95531109371,1573136.1055176854
250,216240.25556762295,1789376.3610853085
251,293096.4282434217,2082472.7893287302
252,-129185.12043062333,1953287.668898107
253,59420.31009552831,2012707.9789936352
254,168349.71533679505,2181057.69433043
255,-22839.439942701447,2158218.254387729
256,-25557.058887254567,2132661.1955004744
257,-36008.90116084784,2096652.2943396263
258,72924.13075156845,2169576.425091195
259,169424.75217047107,2339001.177261666
260,83760.22477539018,2422761.402037056
