week,delta,sales
217,284803.16372925084,2301893.4715181757
218,-399148.0028382001,1902745.4686799753
219,27094.984268652857,1929840.4529486282
220,332011.85779708246,2261852.3107457105
221,180476.6446960554,2442328.955441766
222,-194449.23773249055,2247879.7177092754
223,182488.80791060586,2430368.525619881
224,-203932.1797134638,2226436.345906418
225,-103132.5360944611,2123303.8098119562
226,292073.52569291124,2415377.3355048676
227,-63814.4735050071,2351562.8619998605
228,205613.93766469194,2557176.7996645523
229,-64075.160667016055,2493101.6389975366
230,-373590.1723201199,2119511.4666774166
231,-198366.0277623903,1921145.4389150264
232,-256096.97040876164,1665048.4685062645
233,-110572.89687612605,1554475.5716301384
234,-74933.18212029076,1479542.3895098479
235,-30870.25343424524,1448672.1360756026
236,-52519.42340760917,1396152.7126679935
237,461787.4487172507,1857940.1613852442
238,-327742.420528959,1530197.7408562852
239,-93842.46888075271,1436355.2719755326
240,90138.49611000197,1526493.7680855345
241,398262.8934066617,1924756.6614921961
242,27384.671231184613,1952141.3327233808
243,304504.95401892817,2256646.286742309
244,-390013.97427965817,1866632.3124626507
245,354408.9143257246,2221041.2267883755
246,-160251.3765075337,2060789.8502808416
247,-60511.50539000267,2000278.344890839
248,-261130.31256380648,1739148.0323270324
249,38306.255945477824,1777454.2882725103
250,436050.3025191082,2213504.5907916185
251,589424.6393440935,2802929.230135712
252,-253281.2907900511,2549647.939345661
253,123100.09565450509,2672748.035000166
254,340479.8415871337,3013227.8765872996
255,-41057.63130807334,2972170.2452792265
256,-46480.91728306051,2925689.327996166
257,-67338.63529712053,2858350.6926990454
258,150048.34802793968,3008399.040726985
259,342625.1873113219,3351024.2280383073
260,171672.87962786134,3522697.1076661684
