week,delta,sales
184,-244222.97493692243,7353365.960479034
185,440901.35089643416,7794267.311375467
186,295731.77638787735,8089999.087763345
187,242394.29627960981,8332393.384042956
188,379629.60504609934,8712022.989089055
189,-331918.6444132498,8380104.344675805
190,-1590.3658082395323,8378513.978867566
191,-223074.5983060978,8155439.380561467
192,383350.628394622,8538790.00895609
193,-145564.15731232805,8393225.851643762
194,-152980.44678810908,8240245.404855654
195,108901.92190331433,8349147.326758968
196,-272384.2385643682,8076763.088194599
197,12822.92225402058,8089586.01044862
198,-148376.45501155057,7941209.555437069
199,235112.44915988852,8176322.004596958
200,346029.3193437286,8522351.323940687
201,464050.78548345127,8986402.109424138
202,-214525.22429920244,8771876.885124935
203,244247.47490753577,9016124.36003247
204,-130838.12241664609,8885286.237615826
205,-9879.286080351096,8875406.951535475
206,-163576.25530995248,8711830.696225522
207,155254.85025772854,8867085.54648325
208,-342043.25632836594,8525042.290154884
209,-264145.14406194194,8260897.146092942
210,-229226.89121416962,8031670.254878772
211,-156046.4691000629,7875623.785778711
212,-55913.44554310574,7819710.340235604
213,-215841.8995565591,7603868.440679045
214,-314142.46543848957,7289725.975240555
215,-65087.328555325934,7224638.64668523
216,395843.7420772799,7620482.388762509
217,14541.66540497441,7635024.054167483
218,-396428.45562553045,7238595.598541953
219,-140309.1000890094,7098286.498452945
220,551834.4318874084,7650120.930340353
221,-48145.6787353112,7601975.251605041
222,-273429.79668254295,7328545.454922499
223,-46936.6173282416,7281608.837594258
224,229798.3030996011,7511407.140693858
225,-218559.74490292303,7292847.395790936
226,527836.4303034911,7820683.826094426
227,-194934.44863774104,7625749.3774566855
228,-33041.27239948105,7592708.105057204
229,-195091.0894035717,7397617.015653633
230,-381071.3581970597,7016545.657456573
231,-275783.30341127253,6740762.354045302
232,-310472.46492795896,6430289.889117342
233,-223030.48217251129,6207259.406944832
234,-201615.41834535744,6005643.988599474
235,333787.1319303047,6339431.120529778
236,320778.656414698,6660209.776944477
237,120887.34705217801,6781097.1239966545
238,155403.6501770491,6936500.774173705
239,-212977.56267438707,6723523.211499317
240,-102427.74107085474,6621095.470428463
241,82716.94036156069,6703812.410790022
242,-140135.03402717324,6563677.37676285
243,26380.00640891189,6590057.383171761
244,-390940.0333438062,6199117.3498279555
245,56366.11888257638,6255483.468710532
246,-252881.10862760572,6002602.360082926
247,-192949.77301711775,5809652.5870658085
248,-313496.8814883227,5496155.705577485
249,-133572.51142135015,5362583.194156135
250,614348.6789700176,5976931.873126153
251,197581.5238355349,6174513.396961687
252,-308780.5894692299,5865732.807492457
253,-82621.89349529169,5783110.913997166
254,47996.46767202194,5831107.381669188
255,-181260.39901387267,5649846.982655316
256,324407.05229170754,5974254.034947023
257,-197052.03432080176,5777202.000626221
258,-66429.32437511196,5710772.67625111
259,49285.555307249975,5760058.231558359
260,-53435.65347686759,5706622.578081492
